Amount,Stage,CloseDate,RecurringDonationInstallmentPeriod,RecurringDonationInstallmentAmount,RecurringDonationLastDonationDate,NSFID,FirstGiftDate,LastGiftDate,LastGiftAmount,Region,BillingState,
$100.00,Closed Won,9/10/2015,Monthly,$100.00,7/10/2016,NSF-83552,5/23/2012,10/16/2019,$200.00,South East,FL,
$100.00,Closed Won,10/10/2015,Monthly,$100.00,7/10/2016,NSF-83552,5/23/2012,10/16/2019,$200.00,South East,FL,
$100.00,Closed Won,7/10/2016,Monthly,$100.00,7/10/2016,NSF-83552,5/23/2012,10/16/2019,$200.00,South East,FL,
$100.00,Closed Won,6/10/2016,Monthly,$100.00,7/10/2016,NSF-83552,5/23/2012,10/16/2019,$200.00,South East,FL,
$100.00,Closed Won,4/10/2016,Monthly,$100.00,7/10/2016,NSF-83552,5/23/2012,10/16/2019,$200.00,South East,FL,
$100.00,Closed Won,5/10/2016,Monthly,$100.00,7/10/2016,NSF-83552,5/23/2012,10/16/2019,$200.00,South East,FL,
$100.00,Closed Won,10/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,6/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,8/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,7/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,5/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,4/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,3/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,10/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,9/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,7/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,8/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,6/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,5/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,12/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,11/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,1/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,2/28/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,1/30/2020,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,5/30/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,6/30/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,4/30/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,2/28/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,3/30/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,12/30/2016,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,1/30/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,9/5/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,9/5/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,11/30/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,10/30/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,10/2/2017,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,1/2/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,1/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,4/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,3/30/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,2/28/2018,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,12/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,11/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$100.00,Closed Won,9/30/2019,Monthly,$100.00,1/30/2020,NSF-16498,7/9/2015,1/30/2020,$100.00,South West,CA,
$25.00,Closed Won,1/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,12/6/2012,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,12/6/2012,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$25.00,Closed Won,2/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,3/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,3/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$25.00,Closed Won,4/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$25.00,Closed Won,11/6/2012,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,11/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,11/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,7/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,7/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,6/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,6/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,9/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,9/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,8/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,8/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,10/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$0.00,Closed Won,10/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$25.00,Closed Won,5/6/2013,Monthly,$25.00,11/6/2013,NSF-55016,11/6/2012,11/6/2013,$0.00,North Central,IL,
$10.00,Closed Won,6/1/2019,Monthly,$10.00,2/1/2020,NSF-44038,6/1/2019,2/1/2020,$10.00,North Central,IL,
$10.00,Closed Won,8/1/2019,Monthly,$10.00,2/1/2020,NSF-44038,6/1/2019,2/1/2020,$10.00,North Central,IL,
$10.00,Closed Won,7/1/2019,Monthly,$10.00,2/1/2020,NSF-44038,6/1/2019,2/1/2020,$10.00,North Central,IL,
$10.00,Closed Won,9/1/2019,Monthly,$10.00,2/1/2020,NSF-44038,6/1/2019,2/1/2020,$10.00,North Central,IL,
$10.00,Closed Won,10/1/2019,Monthly,$10.00,2/1/2020,NSF-44038,6/1/2019,2/1/2020,$10.00,North Central,IL,
$10.00,Closed Won,11/1/2019,Monthly,$10.00,2/1/2020,NSF-44038,6/1/2019,2/1/2020,$10.00,North Central,IL,
$10.00,Closed Won,12/1/2019,Monthly,$10.00,2/1/2020,NSF-44038,6/1/2019,2/1/2020,$10.00,North Central,IL,
$10.00,Closed Won,1/1/2020,Monthly,$10.00,2/1/2020,NSF-44038,6/1/2019,2/1/2020,$10.00,North Central,IL,
$10.00,Closed Won,2/1/2020,Monthly,$10.00,2/1/2020,NSF-44038,6/1/2019,2/1/2020,$10.00,North Central,IL,
$10.00,Closed Won,7/7/2017,Monthly,$10.00,1/8/2018,NSF-45058,12/2/2014,3/28/2018,$125.00,South East,SC,
$10.00,Closed Won,8/7/2017,Monthly,$10.00,1/8/2018,NSF-45058,12/2/2014,3/28/2018,$125.00,South East,SC,
$10.00,Closed Won,9/18/2017,Monthly,$10.00,1/8/2018,NSF-45058,12/2/2014,3/28/2018,$125.00,South East,SC,
$10.00,Closed Won,11/13/2017,Monthly,$10.00,1/8/2018,NSF-45058,12/2/2014,3/28/2018,$125.00,South East,SC,
$10.00,Closed Won,10/10/2017,Monthly,$10.00,1/8/2018,NSF-45058,12/2/2014,3/28/2018,$125.00,South East,SC,
$10.00,Closed Won,12/11/2017,Monthly,$10.00,1/8/2018,NSF-45058,12/2/2014,3/28/2018,$125.00,South East,SC,
$10.00,Closed Won,1/8/2018,Monthly,$10.00,1/8/2018,NSF-45058,12/2/2014,3/28/2018,$125.00,South East,SC,
$20.00,Closed Won,5/8/2019,Monthly,$20.00,2/8/2020,NSF-41081,5/8/2019,3/8/2021,$20.00,South East,TN,
$20.00,Closed Won,6/8/2019,Monthly,$20.00,2/8/2020,NSF-41081,5/8/2019,3/8/2021,$20.00,South East,TN,
$20.00,Closed Won,8/8/2019,Monthly,$20.00,2/8/2020,NSF-41081,5/8/2019,3/8/2021,$20.00,South East,TN,
$20.00,Closed Won,7/8/2019,Monthly,$20.00,2/8/2020,NSF-41081,5/8/2019,3/8/2021,$20.00,South East,TN,
$20.00,Closed Won,12/8/2019,Monthly,$20.00,2/8/2020,NSF-41081,5/8/2019,3/8/2021,$20.00,South East,TN,
$20.00,Closed Won,11/8/2019,Monthly,$20.00,2/8/2020,NSF-41081,5/8/2019,3/8/2021,$20.00,South East,TN,
$20.00,Closed Won,9/8/2019,Monthly,$20.00,2/8/2020,NSF-41081,5/8/2019,3/8/2021,$20.00,South East,TN,
$20.00,Closed Won,10/8/2019,Monthly,$20.00,2/8/2020,NSF-41081,5/8/2019,3/8/2021,$20.00,South East,TN,
$20.00,Closed Won,1/8/2020,Monthly,$20.00,2/8/2020,NSF-41081,5/8/2019,3/8/2021,$20.00,South East,TN,
$20.00,Closed Won,2/8/2020,Monthly,$20.00,2/8/2020,NSF-41081,5/8/2019,3/8/2021,$20.00,South East,TN,
$100.00,Closed Won,9/20/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,8/21/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,7/20/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,10/20/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,11/20/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,12/22/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,1/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,3/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,2/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,5/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,4/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,6/20/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,5/20/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,2/20/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,1/20/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,4/20/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,3/20/2017,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,11/20/2016,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,12/20/2016,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,10/20/2016,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,12/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,11/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,2/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,1/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,9/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,10/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,6/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,8/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,7/20/2018,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,12/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,11/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,10/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,9/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,5/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,4/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,3/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,7/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,6/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,8/20/2019,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$100.00,Closed Won,1/20/2020,Monthly,$100.00,1/20/2020,NSF-48598,8/25/2011,2/20/2021,$100.00,,NJ,
$25.00,Closed Won,10/20/2014,Monthly,$25.00,10/20/2014,NSF-18772,9/20/2014,10/20/2014,$25.00,North West,CO,
$25.00,Closed Won,9/20/2014,Monthly,$25.00,10/20/2014,NSF-18772,9/20/2014,10/20/2014,$25.00,North West,CO,
$25.00,Closed Won,3/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,2/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,1/3/2020,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,11/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,5/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,12/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,10/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,9/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,6/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,4/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,7/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,8/3/2019,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$25.00,Closed Won,2/3/2020,Monthly,$25.00,2/3/2020,NSF-78914,9/25/2012,2/3/2021,$25.00,North East,PA,
$10.00,Closed Won,7/1/2014,Monthly,$10.00,7/1/2014,NSF-16180,7/1/2014,7/1/2014,$10.00,North East,MD,
$20.00,Closed Won,7/1/2016,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,8/1/2016,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,11/1/2016,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,12/1/2016,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,9/1/2016,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,10/1/2016,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,1/1/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,2/1/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,5/1/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,3/1/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,4/1/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,7/1/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,6/1/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$20.00,Closed Won,8/4/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,9/5/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,12/1/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,11/3/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,1/2/2018,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,2/1/2018,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,5/1/2018,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,4/1/2018,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,3/1/2018,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,7/1/2018,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,6/1/2018,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,8/1/2018,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,10/2/2017,Monthly,$30.00,8/1/2018,NSF-17837,7/1/2016,8/1/2018,$30.00,South East,WV,
$30.00,Closed Won,6/15/2014,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,10/15/2014,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,9/15/2014,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,7/15/2014,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,8/15/2014,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,11/15/2014,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,12/15/2014,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,8/15/2015,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,7/15/2015,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,6/15/2015,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,9/15/2015,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,3/15/2015,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,4/15/2015,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,5/15/2015,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,1/15/2015,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$30.00,Closed Won,2/15/2015,Monthly,$30.00,9/15/2015,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$35.00,Closed Won,5/24/2016,Monthly,$35.00,5/24/2016,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$35.00,Closed Won,4/24/2016,Monthly,$35.00,5/24/2016,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$35.00,Closed Won,3/24/2016,Monthly,$35.00,5/24/2016,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$35.00,Closed Won,2/24/2016,Monthly,$35.00,5/24/2016,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$35.00,Closed Won,1/24/2016,Monthly,$35.00,5/24/2016,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$35.00,Closed Won,11/24/2015,Monthly,$35.00,5/24/2016,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$35.00,Closed Won,12/24/2015,Monthly,$35.00,5/24/2016,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$150.00,Closed Won,6/22/2016,Quarterly,$150.00,3/22/2017,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$150.00,Closed Won,9/22/2016,Quarterly,$150.00,3/22/2017,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$150.00,Closed Won,12/22/2016,Quarterly,$150.00,3/22/2017,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$150.00,Closed Won,3/22/2017,Quarterly,$150.00,3/22/2017,NSF-85853,8/14/2011,1/17/2021,$50.00,South East,AL,
$25.00,Closed Won,5/1/2019,Monthly,$25.00,8/1/2019,NSF-81783,1/1/2019,8/1/2019,$25.00,South East,KY,
$25.00,Closed Won,6/1/2019,Monthly,$25.00,8/1/2019,NSF-81783,1/1/2019,8/1/2019,$25.00,South East,KY,
$25.00,Closed Won,4/1/2019,Monthly,$25.00,8/1/2019,NSF-81783,1/1/2019,8/1/2019,$25.00,South East,KY,
$25.00,Closed Won,8/1/2019,Monthly,$25.00,8/1/2019,NSF-81783,1/1/2019,8/1/2019,$25.00,South East,KY,
