Amount,Stage,CloseDate,RecurringDonationInstallmentPeriod,RecurringDonationInstallmentAmount,RecurringDonationLastDonationDate,NSFID,FirstGiftDate,LastGiftDate,LastGiftAmount,Region,BillingState,
$25.00,Closed Won,6/20/2016,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,7/20/2016,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,11/20/2015,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,12/20/2016,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,11/20/2016,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,9/20/2016,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,10/20/2016,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,8/20/2016,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,6/20/2017,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,5/20/2017,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,2/20/2017,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,1/20/2017,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,4/20/2017,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.00,Closed Won,3/20/2017,Monthly,$25.00,9/20/2017,NSF-20617,9/20/2014,9/20/2017,$25.00,South East,GA,
$25.86,Closed Won,5/16/2018,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,4/16/2018,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,3/16/2018,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,10/16/2018,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,9/16/2018,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,8/16/2018,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,7/16/2018,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,6/16/2018,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,1/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,2/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,12/16/2018,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,7/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,6/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,8/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,3/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,11/16/2018,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,4/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,5/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,11/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,12/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,9/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,10/16/2019,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$25.86,Closed Won,1/16/2020,Monthly,$25.86,1/16/2020,NSF-91250,12/1/2017,2/16/2021,$25.86,North East,CT,
$5.00,Closed Won,4/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,9/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,8/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,10/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,11/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,1/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,2/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,5/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,6/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,3/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,7/1/2014,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,8/1/2014,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,10/1/2014,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,9/1/2014,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,12/1/2014,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,11/1/2014,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,12/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$5.00,Closed Won,7/1/2015,Monthly,$5.00,12/1/2015,NSF-60207,7/1/2014,12/1/2015,$5.00,South Central,TX,
$100.00,Closed Won,3/15/2015,Annually,$100.00,3/15/2015,NSF-90015,3/15/2015,3/15/2015,$100.00,North East,NY,
$0.00,Closed Won,5/21/2013,Monthly,$15.00,5/21/2013,NSF-65503,1/20/2011,3/3/2021,$100.00,North Central,IA,
$0.00,Closed Won,5/21/2013,Monthly,$15.00,5/21/2013,NSF-65503,1/20/2011,3/3/2021,$100.00,North Central,IA,
$0.00,Closed Won,4/21/2013,Monthly,$15.00,5/21/2013,NSF-65503,1/20/2011,3/3/2021,$100.00,North Central,IA,
$0.00,Closed Won,4/21/2013,Monthly,$15.00,5/21/2013,NSF-65503,1/20/2011,3/3/2021,$100.00,North Central,IA,
$0.00,Closed Won,2/21/2013,Monthly,$15.00,5/21/2013,NSF-65503,1/20/2011,3/3/2021,$100.00,North Central,IA,
$0.00,Closed Won,2/21/2013,Monthly,$15.00,5/21/2013,NSF-65503,1/20/2011,3/3/2021,$100.00,North Central,IA,
$0.00,Closed Won,3/21/2013,Monthly,$15.00,5/21/2013,NSF-65503,1/20/2011,3/3/2021,$100.00,North Central,IA,
$0.00,Closed Won,3/21/2013,Monthly,$15.00,5/21/2013,NSF-65503,1/20/2011,3/3/2021,$100.00,North Central,IA,
$15.00,Closed Won,1/21/2013,Monthly,$15.00,5/21/2013,NSF-65503,1/20/2011,3/3/2021,$100.00,North Central,IA,
$10.00,Closed Won,4/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,6/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,5/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,8/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,7/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,1/1/2020,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,11/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,12/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,10/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,9/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,12/1/2018,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,1/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,3/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,2/1/2019,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$10.00,Closed Won,2/1/2020,Monthly,$10.00,2/1/2020,NSF-21238,8/10/2011,3/1/2021,$10.00,North East,NJ,
$50.00,Closed Won,8/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,9/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,10/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,7/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,6/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,5/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,4/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,1/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,12/14/2015,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,2/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,3/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,5/14/2015,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,4/14/2015,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,11/14/2015,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,10/14/2015,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,9/14/2015,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,8/14/2015,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,6/14/2015,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,7/14/2015,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,1/14/2017,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,2/14/2017,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,4/14/2017,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,3/20/2017,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,5/14/2017,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,6/14/2017,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,12/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,11/14/2016,Monthly,$50.00,6/14/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,4/18/2015,Monthly,$50.00,8/18/2015,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,5/18/2015,Monthly,$50.00,8/18/2015,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,7/18/2015,Monthly,$50.00,8/18/2015,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,8/18/2015,Monthly,$50.00,8/18/2015,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,6/18/2015,Monthly,$50.00,8/18/2015,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$50.00,Closed Won,8/28/2017,Monthly,$50.00,8/28/2017,NSF-78249,8/29/2011,8/29/2019,$50.00,North Central,IL,
$12.00,Closed Won,2/5/2017,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,1/5/2017,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,12/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,11/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,10/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,9/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,5/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,4/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,8/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,6/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,12/5/2015,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,7/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,2/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,1/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,3/5/2016,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,6/5/2015,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,5/5/2015,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,9/5/2015,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,10/5/2015,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,11/5/2015,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,8/5/2015,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$12.00,Closed Won,7/5/2015,Monthly,$12.00,2/5/2017,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,6/8/2018,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,7/8/2018,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,8/8/2018,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,11/8/2018,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,9/8/2018,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,10/8/2018,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,2/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,1/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,3/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,4/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,5/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,6/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,7/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,8/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,10/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,9/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,11/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,12/8/2019,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,12/8/2018,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,3/8/2018,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,4/8/2018,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,5/8/2018,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,2/8/2020,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$10.00,Closed Won,1/8/2020,Monthly,$10.00,2/8/2020,NSF-45165,5/5/2015,3/8/2021,$10.00,South East,NC,
$50.00,Closed Won,12/30/2018,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,2/28/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,1/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,8/30/2018,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,7/30/2018,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,6/30/2018,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,5/30/2018,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,9/30/2018,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,10/30/2018,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,7/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,8/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,6/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,5/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,4/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,3/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,9/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,10/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,11/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,12/30/2019,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,1/30/2020,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,11/30/2018,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$50.00,Closed Won,4/30/2018,Monthly,$50.00,1/30/2020,NSF-12911,9/25/2014,2/28/2021,$50.00,North East,MD,
$25.00,Closed Won,7/1/2018,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,6/1/2018,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,8/1/2018,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,9/1/2018,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,10/1/2018,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,11/1/2018,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,3/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,2/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,1/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,12/1/2018,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,7/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,8/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,6/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,5/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,4/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,1/1/2020,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,12/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,11/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,9/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,10/1/2019,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
$25.00,Closed Won,5/1/2018,Monthly,$25.00,2/1/2020,NSF-95191,8/10/2011,3/1/2021,$25.00,North Central,MO,
